focus		00:00:41.389	41.389	00:00:41.722	41.722	00:00:00.333	0.333	снег
focus		00:00:43.243	43.243	00:00:44.056	44.056	00:00:00.813	0.813	ве'чером
focus		00:00:44.793	44.793	00:00:45.329	45.329	00:00:00.536	0.536	разбо'рка
focus		00:00:45.763	45.763	00:00:46.150	46.15	00:00:00.387	0.387	ма'ма
focus		00:00:47.980	47.98	00:00:48.303	48.303	00:00:00.323	0.323	сда'чу
focus		00:00:50.160	50.16	00:00:50.650	50.65	00:00:00.490	0.49	де'нег
focus		00:00:50.706	50.706	00:00:50.930	50.93	00:00:00.224	0.224	он
focus		00:00:53.426	53.426	00:00:53.750	53.75	00:00:00.324	0.324	ви'дел
focus		00:00:54.717	54.717	00:00:55.143	55.143	00:00:00.426	0.426	ходи'л
focus		00:00:58.456	58.456	00:00:59.283	59.283	00:00:00.827	0.827	произошло'
ial@		00:00:10.520	10.52	00:00:12.500	12.5	00:00:01.980	1.98	а ско'лько вам лет бы'ло?
